month_date,category,budget,actual,variance,favorable
2026-03-01,Misc Fixed,20000.0,21971.28,1971.2799999999988,False
2026-04-01,Misc Fixed,20000.0,21263.2,1263.2000000000007,False
2026-05-01,Misc Fixed,20000.0,17159.47,-2840.529999999999,True
2026-06-01,Misc Fixed,20000.0,17296.75,-2703.25,True
2026-07-01,Misc Fixed,20000.0,21000.0,1000.0,False
2026-08-01,Misc Fixed,20000.0,19000.0,-1000.0,True
2026-09-01,Misc Fixed,20000.0,18561.11,-1438.8899999999994,True
2026-10-01,Misc Fixed,20000.0,19000.0,-1000.0,True
2026-11-01,Misc Fixed,20000.0,21547.46,1547.4599999999991,False
2026-12-01,Misc Fixed,20000.0,21959.67,1959.6699999999983,False
2027-01-01,Misc Fixed,20000.0,21000.0,1000.0,False
2027-02-01,Misc Fixed,20000.0,19000.0,-1000.0,True
2027-03-01,Misc Fixed,20000.0,18624.18,-1375.8199999999997,True
2027-04-01,Misc Fixed,20000.0,21000.0,1000.0,False
2027-05-01,Misc Fixed,20000.0,18888.5,-1111.5,True
2027-06-01,Misc Fixed,20000.0,21000.0,1000.0,False
2027-07-01,Misc Fixed,20000.0,21059.91,1059.9099999999999,False
2027-08-01,Misc Fixed,20000.0,17396.48,-2603.5200000000004,True
2027-09-01,Misc Fixed,20000.0,17006.4,-2993.5999999999985,True
2027-10-01,Misc Fixed,20000.0,18273.66,-1726.3400000000001,True
2027-11-01,Misc Fixed,20000.0,22367.07,2367.0699999999997,False
2027-12-01,Misc Fixed,20000.0,21000.0,1000.0,False
2028-01-01,Misc Fixed,20000.0,18031.76,-1968.2400000000016,True
2028-02-01,Misc Fixed,20000.0,22341.58,2341.5800000000017,False
2028-03-01,Misc Fixed,20000.0,19000.0,-1000.0,True
2028-04-01,Misc Fixed,20000.0,19000.0,-1000.0,True
2028-05-01,Misc Fixed,20000.0,22613.25,2613.25,False
2028-06-01,Misc Fixed,20000.0,17356.92,-2643.0800000000017,True
2028-07-01,Misc Fixed,20000.0,18291.07,-1708.9300000000003,True
2028-08-01,Misc Fixed,20000.0,21000.0,1000.0,False
2028-09-01,Misc Fixed,20000.0,18172.92,-1827.0800000000017,True
2028-10-01,Misc Fixed,20000.0,21077.16,1077.1599999999999,False
2028-11-01,Misc Fixed,20000.0,18284.55,-1715.4500000000007,True
2028-12-01,Misc Fixed,20000.0,17594.94,-2405.0600000000013,True
2029-01-01,Misc Fixed,20000.0,18241.91,-1758.0900000000001,True
2029-02-01,Misc Fixed,20000.0,19000.0,-1000.0,True
2029-03-01,Misc Fixed,20000.0,18056.83,-1943.1699999999983,True
2029-04-01,Misc Fixed,20000.0,17808.15,-2191.8499999999985,True
2029-05-01,Misc Fixed,20000.0,22161.69,2161.6899999999987,False
2029-06-01,Misc Fixed,20000.0,18922.38,-1077.619999999999,True
2029-07-01,Misc Fixed,20000.0,19000.0,-1000.0,True
2029-08-01,Misc Fixed,20000.0,17331.62,-2668.380000000001,True
2029-09-01,Misc Fixed,20000.0,19000.0,-1000.0,True
2029-10-01,Misc Fixed,20000.0,18588.84,-1411.1599999999999,True
2029-11-01,Misc Fixed,20000.0,21000.0,1000.0,False
2029-12-01,Misc Fixed,20000.0,18232.34,-1767.6599999999999,True
